,Blasts_cyt_area_median,Blasts_nuc_area_median,Blasts_nuc_perimeter_median,Blasts_nuc_solidity_median,Blasts_nuc_eccentricity_median,Blasts_nuc_compactness_median,Blasts_cell_area_median,Blasts_cell_perimeter_median,Blasts_cell_solidity_median,Blasts_cell_eccentricity_median,Blasts_cell_compactness_median,Blasts_cell_N:C-ratio_median,Blasts_cyt_area_95_range,Blasts_nuc_area_95_range,Blasts_nuc_perimeter_95_range,Blasts_nuc_solidity_95_range,Blasts_nuc_eccentricity_95_range,Blasts_nuc_compactness_95_range,Blasts_cell_area_95_range,Blasts_cell_perimeter_95_range,Blasts_cell_solidity_95_range,Blasts_cell_eccentricity_95_range,Blasts_cell_compactness_95_range,Blasts_cell_N:C-ratio_95_range,Erythroblasts_cyt_area_median,Erythroblasts_nuc_area_median,Erythroblasts_nuc_perimeter_median,Erythroblasts_nuc_solidity_median,Erythroblasts_nuc_eccentricity_median,Erythroblasts_nuc_compactness_median,Erythroblasts_cell_area_median,Erythroblasts_cell_perimeter_median,Erythroblasts_cell_solidity_median,Erythroblasts_cell_eccentricity_median,Erythroblasts_cell_compactness_median,Erythroblasts_cell_N:C-ratio_median,Erythroblasts_cyt_area_95_range,Erythroblasts_nuc_area_95_range,Erythroblasts_nuc_perimeter_95_range,Erythroblasts_nuc_solidity_95_range,Erythroblasts_nuc_eccentricity_95_range,Erythroblasts_nuc_compactness_95_range,Erythroblasts_cell_area_95_range,Erythroblasts_cell_perimeter_95_range,Erythroblasts_cell_solidity_95_range,Erythroblasts_cell_eccentricity_95_range,Erythroblasts_cell_compactness_95_range,Erythroblasts_cell_N:C-ratio_95_range,Neutrophils_cyt_area_median,Neutrophils_nuc_area_median,Neutrophils_nuc_perimeter_median,Neutrophils_nuc_solidity_median,Neutrophils_nuc_eccentricity_median,Neutrophils_nuc_compactness_median,Neutrophils_cell_area_median,Neutrophils_cell_perimeter_median,Neutrophils_cell_solidity_median,Neutrophils_cell_eccentricity_median,Neutrophils_cell_compactness_median,Neutrophils_cell_N:C-ratio_median,Neutrophils_cyt_area_95_range,Neutrophils_nuc_area_95_range,Neutrophils_nuc_perimeter_95_range,Neutrophils_nuc_solidity_95_range,Neutrophils_nuc_eccentricity_95_range,Neutrophils_nuc_compactness_95_range,Neutrophils_cell_area_95_range,Neutrophils_cell_perimeter_95_range,Neutrophils_cell_solidity_95_range,Neutrophils_cell_eccentricity_95_range,Neutrophils_cell_compactness_95_range,Neutrophils_cell_N:C-ratio_95_range,Living_cells-Blasts_proportion,Living_cells-Erythroblasts_proportion,Living_cells-Neutrophils_proportion,Living_cells-Granulopoetic_cells_proportion,Living_cells-Erythropoetic_cells_proportion,Living_cells-Granulocytes_proportion,Living_cells-APL_proportion,Blasts-HYPERGRANULATED_proportion,Blasts-BILOBED_proportion,Blasts-AUER_proportion,APL-HYPERGRANULATED_proportion,APL-BILOBED_proportion,APL-AUER_proportion,Erythroblasts-ASYNCHRONY_proportion,Erythroblasts-DYSMORPHIC_proportion,Erythroblasts-MITOTIC_proportion,Blasts-VACUOLI_proportion,Neutrophils-VACUOLI_proportion
Sample_18,5084.044921875,8769.650390625,375.0532531738281,0.9472308158874512,0.608737587928772,0.79460608959198,13838.7822265625,483.6336975097656,0.9868531227111816,0.5771770477294922,0.8597860336303711,0.6520354151725769,18943.191043090777,36922.18818359364,452.4043449401845,0.19061219245195393,0.36075512245297425,0.2463535502552986,50167.21914062483,767.9916625976543,0.17762259095907207,0.4226366937160491,0.36162600070238105,0.4083045944571495,2338.648681640625,2147.441650390625,176.2712860107422,0.9986576437950134,0.4329766035079956,0.8951350450515747,4427.0419921875,259.7245788574219,0.9848467111587524,0.5050277709960938,0.8500609397888184,0.4853557050228119,5066.999716186524,4952.89443283081,169.09898796081535,0.2271884128451347,0.5278034340590237,0.28321631252765656,8595.185632324217,230.91223983764647,0.21384406387805943,0.5743260629475117,0.3700403898954392,0.5483687147498131,5142.70654296875,6129.5185546875,390.3907165527344,0.8252281546592712,0.7616536617279053,0.5018115043640137,11251.3095703125,407.61041259765625,0.9876803755760193,0.44810765981674194,0.9050402045249939,0.5350366830825806,7006.354248046875,4195.396777343749,238.06601257324215,0.33139026165008545,0.6653061568737031,0.5764710128307342,7129.843554687499,183.69663696289058,0.18335045576095577,0.45907537043094626,0.2295543313026428,0.3778523862361908,0.14652014652014653,0.5054945054945055,0.34798534798534797,0.34798534798534797,0.5054945054945055,0.34798534798534797,0.14652014652014653,0.05,0.125,0.0,0.05,0.125,0.0,0.007246376811594203,0.014492753623188406,0.0,0.3,0.16842105263157894
Sample_19,4559.693359375,8442.7578125,383.3315734863281,0.9987302422523499,0.5486982464790344,0.8301662802696228,13110.6025390625,440.01318359375,1.0,0.5449951887130737,0.8688637614250183,0.6816478371620178,6630.263439941404,12486.286425781247,234.24808807373046,0.19232169687747958,0.500574891269207,0.32082487642765034,16652.255200195304,278.2544174194334,0.17189582288265226,0.43193155974149683,0.2554836332798004,0.2430537402629852,2716.3134765625,2578.900146484375,195.04342651367188,0.9812154173851013,0.40015488862991333,0.8949003219604492,5248.82666015625,284.86822509765625,0.978190004825592,0.6213200688362122,0.8502218127250671,0.4922500252723694,4614.0338134765625,5994.099609375,168.41060256958008,0.22192400693893433,0.48332948237657547,0.2839469313621521,11675.460205078125,256.1393585205078,0.2671271562576294,0.5145324766635895,0.3951505124568939,0.46849559992551804,5769.40966796875,6428.234375,394.31488037109375,0.8865975141525269,0.6975381970405579,0.6325829029083252,12684.7109375,445.521728515625,0.9924482107162476,0.3766399025917053,0.8746889233589172,0.5169653296470642,5804.583789062498,5838.776763916012,238.93003692626945,0.3153678879141808,0.42922829240560534,0.374120683223009,7360.296264648436,110.85934371948241,0.20627611428499226,0.4951893406920135,0.2638844400644301,0.33907791078090666,0.358695652173913,0.5471014492753623,0.09420289855072464,0.09420289855072464,0.5471014492753623,0.09420289855072464,0.358695652173913,0.030303030303030304,0.30303030303030304,0.0,0.030303030303030304,0.30303030303030304,0.0,0.11258278145695365,0.0,0.0,0.09090909090909091,0.0
Sample_2,4157.451171875,8816.224609375,369.19525146484375,0.9787989854812622,0.5992200970649719,0.8053351044654846,12564.767578125,424.99676513671875,0.986757755279541,0.5173187255859375,0.8677650094032288,0.7121884226799011,7143.661444091797,14383.766503906249,290.3048889160156,0.19845043718814848,0.5806936174631119,0.35717853009700773,19720.815087890624,365.31792602539065,0.20251566171646118,0.7322929419577122,0.29130584299564355,0.3279033333063125,2426.135498046875,2405.2880859375,186.98776245117188,1.0,0.4425548315048218,0.8886103630065918,4863.591796875,277.8653564453125,0.984686017036438,0.48394954204559326,0.8542354702949524,0.5105759501457214,2837.697094726559,4771.1984786987305,176.39854564666743,0.2016063928604126,0.49885173253715037,0.3110386297106743,6375.546813964842,194.3481239318846,0.21906680166721348,0.628471318259835,0.37688038498163223,0.44652500599622724,7179.3076171875,5960.736328125,365.87738037109375,0.8886728286743164,0.7383580207824707,0.5972168445587158,12900.015625,438.38238525390625,0.9696340560913086,0.5645612478256226,0.8106454610824585,0.4569966197013855,5093.143725585937,2776.853527832031,178.84904556274415,0.24333967864513395,0.4786984995007515,0.48548227995634075,4687.84921875,264.04118118286135,0.13765430003404622,0.19687875509262082,0.19339683800935736,0.2627970397472381,0.5132743362831859,0.40412979351032446,0.08259587020648967,0.08259587020648967,0.40412979351032446,0.08259587020648967,0.5132743362831859,0.011494252873563218,0.1781609195402299,0.022988505747126436,0.011494252873563218,0.1781609195402299,0.022988505747126436,0.021897810218978103,0.058394160583941604,0.0,0.2413793103448276,0.03571428571428571
Sample_20,4304.8134765625,9738.423828125,392.58941650390625,1.0,0.6126697659492493,0.8161685466766357,13762.41015625,458.69390869140625,0.996428370475769,0.5616665482521057,0.8405675292015076,0.7021142840385437,10300.021240234368,9750.887158203122,228.17539062499986,0.23389167785644527,0.5969051741063595,0.3533765777945518,18316.928857421874,322.02105255126935,0.22432136684656145,0.5335935041308401,0.229611738026142,0.3872571170330048,2705.26806640625,2390.531494140625,186.495361328125,0.996589720249176,0.39203324913978577,0.8939578533172607,5609.6953125,286.5913391113281,0.9829074144363403,0.5265276432037354,0.8381627202033997,0.4955722391605377,4425.834643554687,6399.9875,186.25029907226553,0.18793410062789917,0.4397426277399063,0.2952725887298584,8659.14204101562,242.96447448730464,0.22702167034149168,0.6036375373601912,0.3407442688941955,0.5227331131696697,6670.3330078125,6173.18115234375,403.5811767578125,0.866188645362854,0.8238219618797302,0.5717377066612244,13773.6591796875,436.9742126464844,1.0,0.44014808535575867,0.8916642665863037,0.4765545725822449,7457.368896484375,6186.8795166015625,218.67333984375,0.3461225926876068,0.46451398730278015,0.37827035784721375,6021.65576171875,217.81103515625,0.12915265560150146,0.4085684195160866,0.3313142955303192,0.4335811510682106,0.19141914191419143,0.7062706270627063,0.10231023102310231,0.10231023102310231,0.7062706270627063,0.10231023102310231,0.19141914191419143,0.0,0.20689655172413793,0.0,0.0,0.20689655172413793,0.0,0.06074766355140187,0.0,0.0,0.22413793103448276,0.25806451612903225
Sample_21,3045.391845703125,9377.23046875,376.4085693359375,0.9718855023384094,0.5714573860168457,0.7944208383560181,12543.109375,424.934326171875,0.9778480529785156,0.553824245929718,0.866940438747406,0.7440474033355713,10238.07780456543,14169.342529296875,283.07139739990237,0.16393858194351196,0.5671605952084064,0.33195956647396074,23057.80087890625,300.2320365905762,0.17373876571655278,0.5288914974778889,0.25013829618692396,0.27286100834608074,2560.57763671875,2391.25390625,175.8089141845703,0.9902228116989136,0.4640657305717468,0.8812296986579895,5091.98974609375,279.2805480957031,0.9328027963638306,0.5918077826499939,0.8429595232009888,0.48484086990356445,3588.387030029294,5189.8430297851555,188.7873546600341,0.16435462832450864,0.46471517384052263,0.2891470491886139,8535.41176757812,174.2199447631836,0.2118013292551041,0.4333602100610733,0.41427895426750183,0.5133679054677486,4122.3291015625,5148.4228515625,383.5001525878906,0.7869488000869751,0.6891663074493408,0.436796098947525,9280.8779296875,357.99188232421875,1.0,0.5754879117012024,0.8500358462333679,0.5664367079734802,1272.2836059570313,2966.616162109375,268.2240631103516,0.2974149942398072,0.3287575870752335,0.33569339960813516,2257.2734375,146.92458801269532,0.11685184240341184,0.4912019938230514,0.35019417405128483,0.17724732160568246,0.29411764705882354,0.4369747899159664,0.2689075630252101,0.2689075630252101,0.4369747899159664,0.2689075630252101,0.29411764705882354,0.02857142857142857,0.34285714285714286,0.0,0.02857142857142857,0.34285714285714286,0.0,0.038461538461538464,0.0,0.0,0.22857142857142856,0.0
Sample_22,4243.63232421875,8719.3203125,374.4527282714844,0.978215217590332,0.6325197815895081,0.8130602836608887,12962.9521484375,423.8952331542969,0.9723672270774841,0.5617403984069824,0.8902168273925781,0.6863439679145813,7108.069000244141,8031.579443359375,227.67551879882814,0.16733193993568418,0.47527858018875124,0.3311978816986084,14252.134521484377,238.75821228027343,0.19787167906761172,0.5233594566583635,0.3065543353557587,0.30302529335021977,2380.29541015625,2073.01416015625,167.4489288330078,0.9846523404121399,0.38868868350982666,0.8993896842002869,4583.3408203125,270.8258361816406,0.9660958051681519,0.6212270259857178,0.8439617156982422,0.4879508316516876,5503.563232421871,4919.977856445313,194.55442047119143,0.1753203272819519,0.6062126129865646,0.2665043354034424,8418.783154296872,230.72225646972652,0.24222420454025273,0.6387410342693328,0.31836953163146975,0.4738243669271469,4730.15234375,6402.7509765625,357.7218017578125,0.8443019986152649,0.665021538734436,0.6070443391799927,11169.3212890625,379.5155029296875,0.9483789205551147,0.4394751191139221,0.8767856359481812,0.5901596546173096,9846.276049804686,6581.052490234375,290.17562713623045,0.3852096363902092,0.5176060609519479,0.6964761532843113,9386.45703125,209.25692749023438,0.23737293481826782,0.672389568388462,0.29345437437295907,0.5559613592922688,0.17559523809523808,0.5357142857142857,0.28869047619047616,0.28869047619047616,0.5357142857142857,0.28869047619047616,0.17559523809523808,0.0,0.0847457627118644,0.0,0.0,0.0847457627118644,0.0,0.022222222222222223,0.0,0.0,0.3050847457627119,0.030927835051546393
Sample_23,6106.0556640625,10749.4091796875,415.1839599609375,0.979933500289917,0.5624930262565613,0.8308448195457458,17094.08984375,498.9549255371094,0.9897817373275757,0.48030906915664673,0.842652440071106,0.646062970161438,13363.149829101567,20082.625683593753,334.5768188476564,0.22656619548797607,0.5193266451358796,0.35457309484481814,32141.970117187506,463.07379150390625,0.18436409235000606,0.45244404673576355,0.38713346719741826,0.3732320487499238,3396.87890625,3006.38818359375,220.83572387695312,0.9925076961517334,0.41986456513404846,0.8867120742797852,6831.7890625,315.05511474609375,0.971950113773346,0.5412065982818604,0.8512331247329712,0.4992333650588989,7771.190646362305,7811.013865661621,218.94365711212157,0.14255561083555224,0.5052906300872565,0.2993194818496704,12562.714520263675,358.2651195526124,0.2271282404661179,0.47949007004499444,0.3080697789788246,0.4784120231866837,5439.525390625,5714.7509765625,371.4443359375,0.8198868036270142,0.7752727270126343,0.517238438129425,11788.283203125,427.50445556640625,1.0,0.5462408065795898,0.822248101234436,0.49828165769577026,2079.184765625,2281.9219726562496,98.98977661132812,0.272483891248703,0.2542735874652863,0.5309352844953537,2633.0745117187507,89.26676940917969,0.10343124270439152,0.547756889462471,0.1679849088191986,0.14304918646812442,0.5761772853185596,0.3961218836565097,0.027700831024930747,0.027700831024930747,0.3961218836565097,0.027700831024930747,0.5761772853185596,0.0,0.23076923076923078,0.02403846153846154,0.0,0.23076923076923078,0.02403846153846154,0.17482517482517482,0.06293706293706294,0.0,0.5192307692307693,0.0
Sample_24,3457.379638671875,8946.7666015625,360.3050537109375,0.9657868146896362,0.5987972617149353,0.8281276822090149,12306.0458984375,407.5842590332031,1.0,0.5379534959793091,0.8652949333190918,0.7533780932426453,7973.733288574219,13859.225097656257,274.7137847900391,0.209296989440918,0.4588413655757904,0.3113312959671021,19456.86005859375,323.87957763671875,0.16273823976516721,0.4910626471042633,0.3642974972724915,0.3323538303375244,2984.81298828125,2354.40087890625,186.75588989257812,0.9946502447128296,0.39669451117515564,0.9006034731864929,5154.21435546875,286.8885498046875,0.9724075198173523,0.5493572950363159,0.8417143821716309,0.45505648851394653,3780.761865234375,6418.987496948243,178.18777389526363,0.1765407234430313,0.5101365428417921,0.28683006465435024,8923.273590087887,212.3049518585205,0.2160533145070076,0.5255906261503696,0.2995209455490112,0.5622772872447968,6121.9892578125,6500.822265625,420.77203369140625,0.8469065427780151,0.7752354145050049,0.49585390090942383,12946.46875,420.54608154296875,0.9870858788490295,0.41067421436309814,0.8642230033874512,0.5198624134063721,3589.8355407714844,4535.8551025390625,116.65715789794922,0.2939336970448494,0.2753884494304657,0.27916040271520615,6245.8492431640625,179.21754455566406,0.19232505559921265,0.5121928956359625,0.27020465582609177,0.17943307012319565,0.39622641509433965,0.49056603773584906,0.11320754716981132,0.11320754716981132,0.49056603773584906,0.11320754716981132,0.39622641509433965,0.0380952380952381,0.21904761904761905,0.0,0.0380952380952381,0.21904761904761905,0.0,0.023076923076923078,0.0,0.015384615384615385,0.2857142857142857,0.0
Sample_25,2311.607421875,8381.376953125,350.098388671875,0.9774593114852905,0.5220303535461426,0.8190065026283264,10949.4912109375,397.5516357421875,1.0,0.5529738068580627,0.8367982506752014,0.7554712891578674,4224.36930847168,6916.4619140625,241.54253387451172,0.15772098302841187,0.538125179708004,0.3248424828052521,9985.754638671875,232.81153869628906,0.2036219984292984,0.6260779984295368,0.3371419310569763,0.24378342926502228,2766.173828125,2237.62841796875,182.37033081054688,0.998673677444458,0.38581371307373047,0.8709448575973511,5254.6376953125,282.1082763671875,0.9891590476036072,0.4474208354949951,0.8465079069137573,0.47286200523376465,3295.8847946167007,4816.756083679201,197.5077461242676,0.1821416229009628,0.44927915222942844,0.2481827780604362,7406.232220458986,240.83047142028818,0.2191981956362724,0.6481438484042886,0.33074584305286403,0.45402902513742455,5678.0810546875,5386.0439453125,374.8848571777344,0.8915592432022095,0.7668766975402832,0.5458033680915833,11117.841796875,403.4117431640625,0.9681605696678162,0.5493536591529846,0.8831603527069092,0.531482458114624,4292.349719238281,6107.389367675778,176.7522705078125,0.27951772212982173,0.6376382172107696,0.3403423331677912,7968.962182617188,228.66865081787103,0.18065288662910461,0.3432738475501537,0.29724433869123457,0.29101646021008487,0.3493150684931507,0.4589041095890411,0.1917808219178082,0.1917808219178082,0.4589041095890411,0.1917808219178082,0.3493150684931507,0.0,0.19607843137254902,0.0392156862745098,0.0,0.19607843137254902,0.0392156862745098,0.007462686567164179,0.007462686567164179,0.03731343283582089,0.14705882352941177,0.017857142857142856
Sample_26,4365.642578125,10265.86328125,403.4053955078125,0.9765979051589966,0.5268635749816895,0.7928279638290405,15138.818359375,473.57708740234375,0.9980288743972778,0.4616771340370178,0.8477147817611694,0.714466392993927,27751.515747070312,44697.91845703125,576.1752738952637,0.19893653690814972,0.47099414095282555,0.37005194276571274,72868.14208984375,880.5629119873047,0.2570255547761917,0.5611484125256538,0.3365030288696289,0.36923038214445114,2418.21142578125,3036.281005859375,210.18690490722656,1.0,0.4274381697177887,0.8970938324928284,5511.38671875,272.3078918457031,0.9750162363052368,0.6151480078697205,0.8079560995101929,0.5383080840110779,5080.87998046875,5265.990850830078,177.13167648315422,0.1813388049602509,0.3733701482415198,0.2651567757129669,9321.203613281248,215.74775543212888,0.143277895450592,0.6062093146145342,0.32294993102550507,0.30176337063312525,7004.431640625,6278.1494140625,360.21527099609375,0.9046639204025269,0.7910839915275574,0.5805402994155884,12635.404296875,435.8108825683594,0.9716365933418274,0.5004473924636841,0.8609281182289124,0.48671621084213257,6018.8304687499985,6993.579931640623,280.54689331054686,0.36278122663497925,0.4264675855636596,0.6242254555225373,7326.116796874998,212.49692993164052,0.18838715553283691,0.5119692623615264,0.31938562393188474,0.4738187819719313,0.5140845070422535,0.2323943661971831,0.2535211267605634,0.2535211267605634,0.2323943661971831,0.2535211267605634,0.5140845070422535,0.0,0.3561643835616438,0.0,0.0,0.3561643835616438,0.0,0.15151515151515152,0.0,0.045454545454545456,0.3219178082191781,0.09722222222222222
Sample_27,2491.4072265625,6336.39404296875,321.6935119628906,0.9554727077484131,0.6298049092292786,0.8700098991394043,8908.6630859375,394.2901916503906,1.0,0.6890302300453186,0.8362381458282471,0.755082368850708,4456.8031005859375,14507.53955078125,237.37183380126953,0.12221354246139526,0.6225507706403732,0.44560741633176804,17328.513671875,369.8268356323242,0.10316771268844604,0.6804459616541862,0.3100554496049881,0.2570580244064331,2698.036865234375,2656.934326171875,189.99867248535156,1.0,0.4046824872493744,0.8794068694114685,5562.091796875,294.16302490234375,0.9579614400863647,0.5727131962776184,0.839794397354126,0.5007978081703186,3996.036328125,5503.091235351563,193.22209930419922,0.16940317153930662,0.4177047073841095,0.2892646431922913,7688.621728515626,214.79017333984376,0.20039418935775755,0.46488843560218823,0.3435928463935852,0.4928615659475327,6994.79150390625,6173.18115234375,379.49774169921875,0.8335269093513489,0.8030915856361389,0.5381975769996643,13253.244140625,451.036865234375,0.9759142398834229,0.38044241070747375,0.8831738233566284,0.4931999742984772,9724.13098144531,6022.442138671873,318.1134155273437,0.32415347099304204,0.48761922419071196,0.5328491315245628,8559.939257812497,187.11368103027337,0.14508825540542603,0.41762411296367646,0.35335599780082705,0.4742594480514526,0.18846153846153846,0.55,0.26153846153846155,0.26153846153846155,0.55,0.26153846153846155,0.18846153846153846,0.061224489795918366,0.6122448979591837,0.0,0.061224489795918366,0.6122448979591837,0.0,0.02097902097902098,0.03496503496503497,0.0,0.02040816326530612,0.20588235294117646
Sample_28,2791.819091796875,9144.62109375,383.944091796875,0.9711357355117798,0.5887653827667236,0.8479052186012268,12678.2890625,437.1497802734375,0.9790130853652954,0.45032790303230286,0.8321727514266968,0.7550127506256104,7070.609512329102,10229.029846191406,265.0185661315918,0.19068674743175507,0.44975316897034645,0.28389498591423035,16041.253356933594,369.7988395690918,0.1600128784775734,0.5221286509186029,0.3273509666323662,0.34579792618751526,2897.78857421875,2379.449951171875,181.48397827148438,0.9886926412582397,0.4422345757484436,0.8873277306556702,5408.2861328125,287.55535888671875,0.9712457656860352,0.48374661803245544,0.8553787469863892,0.45182037353515625,3081.7036315917967,4840.57409210205,178.34530467987054,0.18481439352035522,0.47905411124229424,0.28156998157501223,6802.741534423827,188.5977596282959,0.2618711590766907,0.617926330864429,0.3625266447663307,0.49966155514121047,6484.64453125,6823.2568359375,418.90673828125,0.8606680631637573,0.745073139667511,0.5108627080917358,12928.89453125,416.6457214355469,0.9775981307029724,0.5645965337753296,0.8504515886306763,0.5306487679481506,4366.054052734373,8250.027697753903,268.3263343811035,0.24296760708093645,0.4125447034835815,0.5686662070453166,10795.289404296873,306.61977767944336,0.19611356854438777,0.46515221074223506,0.25629977136850346,0.281035329401493,0.26851851851851855,0.5771604938271605,0.15432098765432098,0.15432098765432098,0.5771604938271605,0.15432098765432098,0.26851851851851855,0.011494252873563218,0.14942528735632185,0.0,0.011494252873563218,0.14942528735632185,0.0,0.03208556149732621,0.026737967914438502,0.0106951871657754,0.09195402298850575,0.0
Sample_29,4836.47509765625,9795.65625,383.164306640625,0.971170961856842,0.5706583857536316,0.8274825215339661,15077.3671875,472.14422607421875,0.9764658808708191,0.523923397064209,0.8473257422447205,0.6848046779632568,8341.56672363281,11522.695019531251,236.3033309936523,0.20808967351913454,0.576605823636055,0.3526825994253159,17180.351391601558,355.7010208129882,0.18638546764850616,0.46398236006498333,0.3165459662675858,0.32636572420597076,2907.325927734375,2816.244140625,188.18157958984375,0.9999116063117981,0.4325839877128601,0.903109073638916,5540.1875,298.62091064453125,1.0,0.5427050590515137,0.8461326956748962,0.48523515462875366,4408.589489746094,6309.239637756348,205.82368335723876,0.224778239428997,0.3888710394501687,0.3121574968099594,10798.758557128911,246.31450805664062,0.24273737519979477,0.45522739514708527,0.3397841796278953,0.5072608545422554,5675.5439453125,4304.38818359375,275.5987243652344,1.0,0.7728580236434937,0.6284119486808777,9637.5537109375,367.4189453125,1.0,0.41132062673568726,0.8280327320098877,0.4776327610015869,1316.1049316406252,4128.624011230469,88.94842376708985,0.202279731631279,0.18827877640724178,0.20051367580890656,3707.493212890624,145.41515655517577,0.11530351638793945,0.07459186017513275,0.28019974529743197,0.22784735858440397,0.47115384615384615,0.4807692307692308,0.04807692307692308,0.04807692307692308,0.4807692307692308,0.04807692307692308,0.47115384615384615,0.034013605442176874,0.08163265306122448,0.047619047619047616,0.034013605442176874,0.08163265306122448,0.047619047619047616,0.03333333333333333,0.0,0.02,0.38095238095238093,0.0
Sample_3,5013.53466796875,10592.6005859375,394.7900085449219,0.9636186361312866,0.5313196778297424,0.836879312992096,15458.462890625,473.0728759765625,1.0,0.5377377271652222,0.8478648662567139,0.6790680289268494,7636.617004394533,10288.15263671875,209.88597106933588,0.21352468132972713,0.5076336488127708,0.36844935417175295,16701.504394531254,305.50135040283203,0.21634677350521092,0.6161211542785168,0.35119041502475734,0.3074271738529206,3329.48779296875,4010.6220703125,238.19329833984375,0.9750349521636963,0.45267626643180847,0.9024946689605713,7463.8828125,349.5105895996094,0.9808666706085205,0.5769040584564209,0.8517346382141113,0.5419167280197144,6436.444567871094,6768.017156982415,236.62898712158193,0.19250822067260742,0.5219016060233111,0.31391167640686035,10620.520385742184,250.82393493652316,0.2370420157909393,0.42361977100372306,0.34222521781921333,0.526749838888645,5072.8408203125,6908.07568359375,486.9792175292969,0.7515757083892822,0.7443601489067078,0.394244909286499,11773.8037109375,399.48223876953125,1.0,0.5127540826797485,0.8610973358154297,0.5707789659500122,7378.18764038085,5592.458044433587,136.41821823120108,0.26147442162036894,0.5402571864426136,0.16110067963600155,11556.45270996092,297.5495460510251,0.16184784322977064,0.22121297791600225,0.21378207355737688,0.16188875436782835,0.417910447761194,0.5199004975124378,0.06218905472636816,0.06218905472636816,0.5199004975124378,0.06218905472636816,0.417910447761194,0.0,0.16071428571428573,0.047619047619047616,0.0,0.16071428571428573,0.047619047619047616,0.27751196172248804,0.0430622009569378,0.0,0.39880952380952384,0.04
Sample_30,4641.5439453125,9944.6904296875,390.69476318359375,0.9409370422363281,0.5702274441719055,0.84427410364151,15186.107421875,470.04559326171875,0.9611522555351257,0.4934006929397583,0.8521015644073486,0.7090951800346375,7575.1834716796875,10486.6923828125,218.72021484375,0.19504070281982422,0.6064600646495819,0.3301515579223633,14222.4306640625,361.1383972167969,0.22166812419891357,0.5758523941040039,0.3554677367210388,0.2815707325935364,2905.765625,2368.1455078125,194.4707489013672,0.9992614984512329,0.41897064447402954,0.906103253364563,5332.568359375,284.80511474609375,0.9760729074478149,0.49514761567115784,0.8449975848197937,0.48252058029174805,5560.919262695311,6237.468977355952,217.040306854248,0.19330070614814754,0.5603518314659596,0.2475260108709335,10672.168566894532,352.3576438903807,0.2732886582612991,0.6093429222702976,0.2965357914566994,0.49555187337100504,6803.568359375,6569.15283203125,360.27447509765625,0.8735222816467285,0.788166880607605,0.5405110120773315,13360.609375,443.1246337890625,0.9967572689056396,0.35048907995224,0.8359267711639404,0.5156458616256714,5222.838604736327,5438.665911865234,215.67215194702146,0.2690779507160187,0.4294396936893463,0.40857558026909835,6974.699658203126,120.35197448730469,0.16933273226022716,0.4263303369283677,0.27735449373722076,0.32424867600202567,0.44673539518900346,0.39862542955326463,0.15463917525773196,0.15463917525773196,0.39862542955326463,0.15463917525773196,0.44673539518900346,0.015384615384615385,0.16153846153846155,0.0,0.015384615384615385,0.16153846153846155,0.0,0.07758620689655173,0.017241379310344827,0.0,0.2230769230769231,0.28888888888888886
Sample_31,5731.46484375,10726.73046875,415.2224426269531,0.9520186185836792,0.6605878472328186,0.7516190409660339,16013.5126953125,504.90008544921875,0.9727129936218262,0.563870906829834,0.8383606672286987,0.6372781991958618,11249.184942626951,10149.121899414062,212.5919128417969,0.2429962575435638,0.5600041285157203,0.3778217077255248,17550.948803710937,231.92689514160156,0.22918430864810946,0.49939863234758375,0.34272782951593395,0.3841383405029773,2250.99658203125,2450.568359375,195.5950164794922,0.9841141700744629,0.4016721248626709,0.873076319694519,4885.943359375,269.16522216796875,0.9620168209075928,0.5233509540557861,0.8548485040664673,0.5654864311218262,5214.941261291504,7663.461067199707,214.38363075256348,0.22448769956827164,0.5312090255320072,0.29316624253988266,12218.757598876953,292.3045902252197,0.21426444500684738,0.45989032834768295,0.3891986906528473,0.4724574275314808,7025.5263671875,6557.2080078125,366.4630126953125,0.8496677875518799,0.8366196155548096,0.5865753293037415,13601.5703125,437.7607421875,0.9960590600967407,0.46807199716567993,0.8457973003387451,0.48894473910331726,3947.51112060547,5258.6303283691395,236.83064804077145,0.314616896212101,0.3149208426475524,0.4272654742002487,7792.229248046875,237.10865249633787,0.19594737738370893,0.5696033675223588,0.27562950402498243,0.25454123541712753,0.2903225806451613,0.532258064516129,0.1774193548387097,0.1774193548387097,0.532258064516129,0.1774193548387097,0.2903225806451613,0.0,0.4444444444444444,0.011111111111111112,0.0,0.4444444444444444,0.011111111111111112,0.012121212121212121,0.0,0.0,0.34444444444444444,0.05454545454545454
